cycle,mode,lli_pct,normal_sei_loss_ah,sei_on_cracks_loss_ah,total_sei_loss_ah,sei_loss_ah,total_plated_lithium_ah,dead_lithium_ah,reversible_plated_lithium_ah,plating_loss_ah,dead_lithium_loss_ah,negative_sei_thickness_m,negative_sei_on_cracks_thickness_m,negative_electrode_min_potential_v,temperature_max_k,ambient_temperature_k,temperature_rise_max_k,negative_lam_pct,positive_lam_pct,negative_porosity,positive_porosity,negative_active_material_fraction,positive_active_material_fraction
33,virtual,0.18048363934076406,0.006927252944434631,0.02003413665652931,0.02696138960096394,0.02696138960096394,0.0053950271393099995,0.005369329416018247,2.5697723291752753e-05,0.0053950271393099995,0.005369329416018247,1.271207529242972e-08,1.1685275596545151e-08,-0.2065711476211729,328.24384844369513,296.15,32.09384844369515,0.009762558104554842,0.012157889263548327,0.23816386938736978,0.33499999999999996,0.7499267808142159,0.6649191500363976
34,virtual,0.18446848100302304,0.007072622396166628,0.020335629965751247,0.027408252361917875,0.027408252361917875,0.005515420459916818,0.005489777922360905,2.5642537555913177e-05,0.005515420459916818,0.005489777922360905,1.2873942145530446e-08,1.1861037711076375e-08,-0.20728625237887308,328.2177315370316,296.15,32.06773153703165,0.010057932353305432,0.012519643784997925,0.2379659015155878,0.33499999999999996,0.7499245655073503,0.66491674436883
35,virtual,0.18841363285689283,0.007216205008233669,0.020632761403806106,0.027848966412039773,0.027848966412039773,0.005634729926447149,0.00560914182199077,2.5588104456378442e-05,0.005634729926447149,0.00560914182199077,1.3033820789773748e-08,1.2034253245989394e-08,-0.2071160609336859,328.1854750284216,296.15,32.035475028421615,0.010353307469202377,0.012881080480852347,0.23777062440843036,0.33499999999999996,0.7499223501939811,0.6649143408148025
36,virtual,0.19232306964647705,0.007358065190636028,0.02092571565810634,0.02828378084874237,0.02828378084874237,0.005753180480301602,0.0057276460219061,2.553445839550278e-05,0.005753180480301602,0.0057276460219061,1.319178291096106e-08,1.2205029973829114e-08,-0.20750596717660985,328.1512641786357,296.15,32.00126417863572,0.010648683427660899,0.013242200154451211,0.2375779185657265,0.33499999999999996,0.7499201348742927,0.6649119393689731
37,virtual,0.19451506583945388,0.007500389573658723,0.021219042086674748,0.028719431660333472,0.028719431660333472,0.005746211277632962,0.005720729772440241,2.548150519272093e-05,0.005746211277632962,0.005720729772440241,1.3350262764434251e-08,1.2376021225745564e-08,-0.20750793774762524,331.6847631780141,296.15,35.534763178014146,0.010944309904985516,0.01360134374657207,0.23739212463894555,0.33499999999999996,0.7499179176757127,0.6649095510640854
38,virtual,0.19834482244061746,0.007638971261574177,0.02150411361979117,0.02914308488136535,0.02914308488136535,0.005862176224689579,0.005836751773783928,2.5424450905650944e-05,0.005862176224689579,0.005836751773783928,1.3504576999493749e-08,1.2542195559450642e-08,-0.20775193544075896,328.1098056970861,296.15,31.959805697086097,0.011239681699308335,0.013961829013013016,0.23720433312300696,0.33499999999999996,0.7499157023872552,0.6649071538370637
39,virtual,0.2021508506377927,0.007775999771281902,0.02178548594226789,0.02956148571354979,0.02956148571354979,0.0059779856847118965,0.00595261283554892,2.5372849162976115e-05,0.0059779856847118965,0.00595261283554892,1.3657163079791323e-08,1.2706210008442054e-08,-0.20801354339871342,328.0592230914872,296.15,31.909223091487206,0.011535054123669397,0.014321998990510565,0.2370187954817144,0.33499999999999996,0.7499134870940726,0.6649047587067133
40,virtual,0.20591397080445972,0.007911537026019173,0.022063321976153218,0.02997485900217239,0.02997485900217239,0.006092179611049518,0.006066857864750991,2.532174629852734e-05,0.006092179611049518,0.006066857864750991,1.3808089925886999e-08,1.286815963970239e-08,-0.2105963453890849,328.0455745862713,296.15,31.895574586271323,0.011830427084845496,0.014681881697427457,0.23683550024183192,0.33499999999999996,0.7499112717968638,0.6649023654867123
41,virtual,0.20963934600005985,0.008045630618274112,0.022337752096422126,0.03038338271469624,0.03038338271469624,0.006205086727366273,0.0061798157629624475,2.5270964403825875e-05,0.006205086727366273,0.0061798157629624475,1.395741050543295e-08,1.3028120535351562e-08,-0.20859781669561683,328.02722213182574,296.15,31.87722213182576,0.012125800455677904,0.01504146778985671,0.23665435228824303,0.33499999999999996,0.7499090564965826,0.6648999742391977
42,virtual,0.2133378378670585,0.008178323457432479,0.022608894350636323,0.0307872178080688,0.0307872178080688,0.006317455891881397,0.006292234874300013,2.5221017581384016e-05,0.006317455891881397,0.006292234874300013,1.410517257324448e-08,1.318616158569345e-08,-0.20860053538348178,327.9936599320741,296.15,31.843659932074104,0.012421174254967582,0.015400737578588064,0.23647523942552293,0.33499999999999996,0.7499068411930878,0.6648975850951026
