cycle,mode,soc_bin_id,soc_start_pct,soc_end_pct,actual_soc_start_pct,actual_soc_end_pct,soc_coverage_pct,soc_definition,soc_reference_capacity_ah,capacity_reference_node,soc_anchor_pct,soc_anchor_source,configured_charge_current_a,configured_nominal_charge_rate_c,effective_charge_rate_c,nominal_capacity_ah,soh_pct,q_ref_ah,q_ref_node,lli_pct,negative_lam_pct,positive_lam_pct,external_charge_ah,negative_particle_lithium_mol_start,negative_particle_lithium_mol_end,intercalated_charge_increment_ah,total_plating_inventory_start_ah,total_plating_inventory_end_ah,reversible_plating_inventory_start_ah,reversible_plating_inventory_end_ah,reversible_plating_increment_ah,reversible_plating_depletion_ah,dead_lithium_inventory_start_ah,dead_lithium_inventory_end_ah,dead_lithium_increment_ah,sei_inventory_start_ah,sei_inventory_end_ah,sei_increment_ah,useful_charge_efficiency_pct,reversible_retention_pct,charge_balance_error_ah,charge_balance_error_pct,charge_balance_abs_error_pct,charge_balance_status,time_start_s,time_end_s,duration_s,cc_charge_ah,cv_charge_ah,cv_charge_fraction_pct,mean_current_a,mean_voltage_v,maximum_voltage_v,temperature_start_k,temperature_end_k,temperature_mean_k,temperature_max_k,temperature_rise_k,negative_surface_stoichiometry,negative_average_stoichiometry,negative_particle_radial_stoichiometry_gradient,minimum_electrolyte_concentration_mol_m3,negative_reaction_overpotential_v,plating_reaction_overpotential_v,negative_intercalation_current_density_mean_a_m2,negative_intercalation_current_density_max_a_m2,negative_plating_current_density_mean_a_m2,negative_plating_current_density_extreme_a_m2,negative_sei_current_density_mean_a_m2,negative_sei_current_density_max_a_m2,electrolyte_ohmic_loss_mean_v,electrolyte_ohmic_loss_max_v,negative_particle_concentration_overpotential_mean_v,negative_particle_concentration_overpotential_max_v,irreversible_heating_energy_wh,ohmic_heating_energy_wh,reversible_heating_energy_wh,total_heating_energy_wh,soc_crossing_count,soc_crossing_selection_rule,charge_trace_path,trace_start_row,trace_end_row,trace_start_time_s,trace_end_time_s,primary_status,status_flags,is_valid_for_efficiency_analysis,is_valid_for_mechanism_analysis,output_schema_version,charge_efficiency_algorithm_version
53,virtual,40-60,40.0,60.0,40.0,60.0,100.0,NEGATIVE_PARTICLE_LITHIUM_DELTA_OVER_FROZEN_Q_REF_V1,4.856838656432225,25,20.0,W10_80_PERCENT_DISCHARGE_WINDOW,14.55,3.0000000000000004,2.995775859412274,4.85,99.76127049715363,4.856838656432225,25,,,,0.8189774479111034,0.07883013620693329,0.11507319777697622,0.9713677312864448,,,,,-0.15252702446609953,0.15252702446609953,,,1.1134023302855622e-05,,,1.3333049521974116e-05,118.60738458232646,99.98330343636363,0.00011227401793323377,0.01370904879244253,0.01370904879244253,SOC_UPPER_BOUND_NOT_REACHED,1631707.9147672742,1632007.3768042186,299.4620369446324,0.0,0.8189774479111034,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FIRST_UPWARD_CROSSING,charge_timeseries/cycle-053.csv,,,1631201.4079178213,1639098.7735094188,SOC_UPPER_BOUND_NOT_REACHED,SOC_UPPER_BOUND_NOT_REACHED;NON_MONOTONIC_SOC,False,False,3,charge-efficiency-v1
53,virtual,60-80,60.0,80.0,60.0,80.0,100.0,NEGATIVE_PARTICLE_LITHIUM_DELTA_OVER_FROZEN_Q_REF_V1,4.856838656432225,25,20.0,W10_80_PERCENT_DISCHARGE_WINDOW,14.55,3.0000000000000004,2.995775859412274,4.85,99.76127049715363,4.856838656432225,25,,,,0.8994824873389605,0.11507319777697622,0.15131625934701917,0.9713677312864453,,,,,-0.0719271870537917,0.0719271870537917,,,1.778829679662669e-05,,,5.330141617602285e-05,107.99184475065778,99.99533697354897,-2.9146606665753083e-05,-0.0032403751130253514,0.0032403751130253514,SOC_UPPER_BOUND_NOT_REACHED,1632007.3768042186,1635098.142700516,3090.765896297112,0.22490409361750086,0.6745783937214597,74.99627877326887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FIRST_UPWARD_CROSSING,charge_timeseries/cycle-053.csv,,,1631201.4079178213,1639098.7735094188,SOC_UPPER_BOUND_NOT_REACHED,SOC_UPPER_BOUND_NOT_REACHED;NON_MONOTONIC_SOC,False,False,3,charge-efficiency-v1
53,virtual,80-100,80.0,100.0,80.0,,0.0,NEGATIVE_PARTICLE_LITHIUM_DELTA_OVER_FROZEN_Q_REF_V1,4.856838656432225,25,20.0,W10_80_PERCENT_DISCHARGE_WINDOW,14.55,3.0000000000000004,2.995775859412274,4.85,99.76127049715363,4.856838656432225,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,FIRST_UPWARD_CROSSING,charge_timeseries/cycle-053.csv,,,1631201.4079178213,1639098.7735094188,SOC_UPPER_BOUND_NOT_REACHED,SOC_UPPER_BOUND_NOT_REACHED;NON_MONOTONIC_SOC,False,False,3,charge-efficiency-v1
54,virtual,20-40,20.0,40.0,20.0,40.0,100.0,NEGATIVE_PARTICLE_LITHIUM_DELTA_OVER_FROZEN_Q_REF_V1,4.856838656432225,25,20.0,W10_80_PERCENT_DISCHARGE_WINDOW,14.55,3.0000000000000004,2.995775859412274,4.85,99.76127049715363,4.856838656432225,25,,,,1.1216017785008976,0.042578830808101535,0.07882189237814446,0.9713677312864447,,,,,0.15020753292022093,0.0,,,2.9074184688704027e-05,,,8.967728145563292e-06,86.60540219406111,99.99763603315007,-1.152761860234719e-05,-0.0010277817691903709,0.0010277817691903709,SOC_UPPER_BOUND_NOT_REACHED,1662658.9836131623,1663069.925557792,410.94194462957887,0.08234671239475698,1.0392550661061406,92.65811503037921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FIRST_UPWARD_CROSSING,charge_timeseries/cycle-054.csv,,,1662658.9836131623,1670489.2318249804,SOC_UPPER_BOUND_NOT_REACHED,SOC_UPPER_BOUND_NOT_REACHED;NON_MONOTONIC_SOC,False,False,3,charge-efficiency-v1
54,virtual,40-60,40.0,60.0,40.0,60.0,100.0,NEGATIVE_PARTICLE_LITHIUM_DELTA_OVER_FROZEN_Q_REF_V1,4.856838656432225,25,20.0,W10_80_PERCENT_DISCHARGE_WINDOW,14.55,3.0000000000000004,2.995775859412274,4.85,99.76127049715363,4.856838656432225,25,,,,0.9269670098143634,0.07882189237814446,0.1150649539481874,0.9713677312864448,,,,,-0.04454963330110058,0.04454963330110058,,,1.4681399127065495e-05,,,1.4975608512768357e-05,104.78989230490232,99.98393558482205,0.00011925482137931098,0.012865055618666865,0.012865055618666865,SOC_UPPER_BOUND_NOT_REACHED,1663069.925557792,1663410.9338155822,341.008257790416,0.0,0.9269670098143634,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FIRST_UPWARD_CROSSING,charge_timeseries/cycle-054.csv,,,1662658.9836131623,1670489.2318249804,SOC_UPPER_BOUND_NOT_REACHED,SOC_UPPER_BOUND_NOT_REACHED;NON_MONOTONIC_SOC,False,False,3,charge-efficiency-v1
54,virtual,60-80,60.0,80.0,60.0,80.0,100.0,NEGATIVE_PARTICLE_LITHIUM_DELTA_OVER_FROZEN_Q_REF_V1,4.856838656432225,25,20.0,W10_80_PERCENT_DISCHARGE_WINDOW,14.55,3.0000000000000004,2.995775859412274,4.85,99.76127049715363,4.856838656432225,25,,,,0.8812217984074877,0.1150649539481874,0.15130801551823037,0.9713677312864456,,,,,-0.09022855690462152,0.09022855690462152,,,1.9569418171164893e-05,,,5.2416351820662455e-05,110.22965308414594,99.9906239239868,1.0638255671824304e-05,0.00120721658168799,0.00120721658168799,SOC_UPPER_BOUND_NOT_REACHED,1663410.9338155822,1666487.668056907,3076.734241324698,0.2248271738601432,0.6563946245473445,74.486880117305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FIRST_UPWARD_CROSSING,charge_timeseries/cycle-054.csv,,,1662658.9836131623,1670489.2318249804,SOC_UPPER_BOUND_NOT_REACHED,SOC_UPPER_BOUND_NOT_REACHED;NON_MONOTONIC_SOC,False,False,3,charge-efficiency-v1
54,virtual,80-100,80.0,100.0,80.0,,0.0,NEGATIVE_PARTICLE_LITHIUM_DELTA_OVER_FROZEN_Q_REF_V1,4.856838656432225,25,20.0,W10_80_PERCENT_DISCHARGE_WINDOW,14.55,3.0000000000000004,2.995775859412274,4.85,99.76127049715363,4.856838656432225,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,FIRST_UPWARD_CROSSING,charge_timeseries/cycle-054.csv,,,1662658.9836131623,1670489.2318249804,SOC_UPPER_BOUND_NOT_REACHED,SOC_UPPER_BOUND_NOT_REACHED;NON_MONOTONIC_SOC,False,False,3,charge-efficiency-v1
55,virtual,20-40,20.0,40.0,20.0,40.0,100.0,NEGATIVE_PARTICLE_LITHIUM_DELTA_OVER_FROZEN_Q_REF_V1,4.856838656432225,25,20.0,W10_80_PERCENT_DISCHARGE_WINDOW,14.55,3.0000000000000004,2.995775859412274,4.85,99.76127049715363,4.856838656432225,25,,,,1.105182497907223,0.04257111422851649,0.07881417579855943,0.9713677312864448,,,,,0.13378634203654097,0.0,,,2.887824050109948e-05,,,8.750703623820744e-06,87.89206607287302,99.99742806420743,-9.20435988782664e-06,-0.0008328361972123198,0.0008328361972123198,SOC_UPPER_BOUND_NOT_REACHED,1694049.4419744557,1694457.719168216,408.27719376037726,0.08204986299208801,1.0231326349151348,92.575899170729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FIRST_UPWARD_CROSSING,charge_timeseries/cycle-055.csv,,,1694049.4419744557,1701884.9043591057,SOC_UPPER_BOUND_NOT_REACHED,SOC_UPPER_BOUND_NOT_REACHED;NON_MONOTONIC_SOC,False,False,3,charge-efficiency-v1
55,virtual,40-60,40.0,60.0,40.0,60.0,100.0,NEGATIVE_PARTICLE_LITHIUM_DELTA_OVER_FROZEN_Q_REF_V1,4.856838656432225,25,20.0,W10_80_PERCENT_DISCHARGE_WINDOW,14.55,3.0000000000000004,2.995775859412274,4.85,99.76127049715363,4.856838656432225,25,,,,0.9346752991251613,0.07881417579855943,0.11505723736860236,0.9713677312864448,,,,,-0.03683018177995907,0.03683018177995907,,,1.3096577498830642e-05,,,1.4825088274272868e-05,103.92568758323098,99.98526230244829,0.00010982795290248593,0.011750385722751297,0.011750385722751297,SOC_UPPER_BOUND_NOT_REACHED,1694457.719168216,1694796.519710256,338.80054203986765,0.0,0.9346752991251613,99.99999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FIRST_UPWARD_CROSSING,charge_timeseries/cycle-055.csv,,,1694049.4419744557,1701884.9043591057,SOC_UPPER_BOUND_NOT_REACHED,SOC_UPPER_BOUND_NOT_REACHED;NON_MONOTONIC_SOC,False,False,3,charge-efficiency-v1
55,virtual,60-80,60.0,80.0,60.0,80.0,100.0,NEGATIVE_PARTICLE_LITHIUM_DELTA_OVER_FROZEN_Q_REF_V1,4.856838656432225,25,20.0,W10_80_PERCENT_DISCHARGE_WINDOW,14.55,3.0000000000000004,2.995775859412274,4.85,99.76127049715363,4.856838656432225,25,,,,0.889881225998923,0.11505723736860236,0.1513002989386453,0.9713677312864448,,,,,-0.08154236121809953,0.08154236121809953,,,1.8497222779590913e-05,,,5.2289499785043714e-05,109.15700914985034,99.99372321508244,-1.493079198688907e-05,-0.0016778409916591655,0.0016778409916591655,SOC_UPPER_BOUND_NOT_REACHED,1694796.519710256,1697882.3949535482,3085.875243292263,0.22477480336642644,0.6651064226324966,74.74103320764985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FIRST_UPWARD_CROSSING,charge_timeseries/cycle-055.csv,,,1694049.4419744557,1701884.9043591057,SOC_UPPER_BOUND_NOT_REACHED,SOC_UPPER_BOUND_NOT_REACHED;NON_MONOTONIC_SOC,False,False,3,charge-efficiency-v1
