cycle,mode,lli_pct,normal_sei_loss_ah,sei_on_cracks_loss_ah,total_sei_loss_ah,sei_loss_ah,total_plated_lithium_ah,dead_lithium_ah,reversible_plated_lithium_ah,plating_loss_ah,dead_lithium_loss_ah,negative_sei_thickness_m,negative_sei_on_cracks_thickness_m,negative_electrode_min_potential_v,temperature_max_k,ambient_temperature_k,temperature_rise_max_k,negative_lam_pct,positive_lam_pct,negative_porosity,positive_porosity,negative_active_material_fraction,positive_active_material_fraction
1,virtual,0.01088493355649689,0.00035736233886146575,0.0034856050080801448,0.0038429673469416105,0.0038429673469416105,0.0004096866185485875,0.0003832630045875434,2.6423613961044088e-05,0.0004096866185485875,0.0003832630045875434,5.397801534964835e-09,2.0337284945327374e-09,-0.195890040577929,327.95356093404513,296.15,31.80356093404515,0.000294409871685275,0.00037853589554970313,0.24833360527353454,0.33499999999999996,0.7499977919259625,0.6649974827362948
2,virtual,0.01885520978530053,0.0006918728796854222,0.004936235373600216,0.005628108253285638,0.005628108253285638,0.0006304463641269093,0.0006042866679595585,2.6159696167350754e-05,0.0006304463641269093,0.0006042866679595585,5.77016856619054e-09,2.879990818893384e-09,-0.19532601895104612,330.8747371988585,296.15,34.72473719885852,0.0005888147413628531,0.0007500432022737868,0.2475578502174236,0.33499999999999996,0.7499955838894399,0.6649950122127051
3,virtual,0.027771692524780178,0.0010050845467421106,0.0060452102934656134,0.007050294840207724,0.007050294840207724,0.0009414532462292527,0.0009154851988647788,2.5968047364473908e-05,0.0009414532462292527,0.0009154851988647788,6.1188294691133385e-09,3.5269255608407935e-09,-0.19654937782682733,328.6430711533256,296.15,32.493071153325616,0.0008832215393113074,0.0011206793797242653,0.2469319873364579,0.33499999999999996,0.7499933758384553,0.664992547482125
4,virtual,0.036252556528253876,0.001301444015005952,0.0069803662856074596,0.008281810300613411,0.008281810300613411,0.001237679326828215,0.0012118691701362115,2.5810156692003582e-05,0.001237679326828215,0.0012118691701362115,6.4487337567358946e-09,4.072449015309522e-09,-0.19720444216849037,328.5671621335277,296.15,32.41716213352771,0.0011776330601662721,0.0014899858391572707,0.24638847243731704,0.33499999999999996,0.7499911677520489,0.6649900915941698
5,virtual,0.04437886406955727,0.0015834043919932227,0.0078043962400899496,0.009387800632083172,0.009387800632083172,0.001522566650871472,0.001496893065238004,2.567358563346808e-05,0.001522566650871472,0.001496893065238004,6.76261189631491e-09,4.553136707349677e-09,-0.1979760971302691,328.47514886702317,296.15,32.32514886702319,0.0014720507735574984,0.001858054621649785,0.2458992631887414,0.33499999999999996,0.7499889596191984,0.6649876439367662
6,virtual,0.052196175447818405,0.0018528777365509844,0.008549469849015856,0.01040234758556684,0.01040234758556684,0.0017975124240852637,0.0017719610210819258,2.555140300333791e-05,0.0017975124240852637,0.0017719610210819258,7.062592126804736e-09,4.987756828862274e-09,-0.21341581593110076,328.38633428786375,296.15,32.23633428786377,0.0017664755204549465,0.002225009066592065,0.24544971236666346,0.33499999999999996,0.7499867514335967,0.6649852036897074
7,virtual,0.05974167375698869,0.0021113919783794276,0.009234714423524169,0.011346106401903595,0.011346106401903595,0.0020636910449027207,0.0020382496305502485,2.5441414352472217e-05,0.0020636910449027207,0.0020382496305502485,7.3503751231869455e-09,5.387468568741089e-09,-0.1989349883463799,328.3042846613212,296.15,32.15428466132124,0.002060907720249361,0.0025909203350522603,0.24503092403068444,0.33499999999999996,0.7499845431920983,0.664982770379772
8,virtual,0.06703183219339337,0.002360181288528538,0.009872579252779592,0.012232760541308129,0.012232760541308129,0.0023210578475760524,0.0022957193510515796,2.5338496524472762e-05,0.0023210578475760524,0.0022957193510515796,7.627334585377282e-09,5.759535101467939e-09,-0.19949480661366717,328.2397921564369,296.15,32.08979215643694,0.0023553475759001685,0.0029559644237480143,0.24463705257961038,0.33499999999999996,0.7499823348931809,0.6649803428365822
9,virtual,0.07409997802160717,0.0026002707178387867,0.01047172948552811,0.013072000203366897,0.013072000203366897,0.0025710134965204463,0.002545771636997645,2.5241859522801523e-05,0.0025710134965204463,0.002545771636997645,7.894611448298814e-09,6.1090118909193535e-09,-0.20047696028828493,328.1687376561752,296.15,32.01873765617523,0.0026497952314770146,0.0033201396125974725,0.2442638753168994,0.33499999999999996,0.7499801265357641,0.6649779210715764
10,virtual,0.08099529441889786,0.002832519507122734,0.011038479608056241,0.013870999115178976,0.013870999115178976,0.0028162868770485886,0.002791136005743899,2.515087130468968e-05,0.0028162868770485886,0.002791136005743899,8.153162089122903e-09,6.439582991974592e-09,-0.2077633523795293,328.05814851579385,296.15,31.90814851579387,0.0029442508174923887,0.0036832885634652257,0.24390816807435312,0.33499999999999996,0.7499779181188689,0.6649755061310532
