time_s,current_a
359.0,0.901078852239743
360.0,0.6565230978459664
361.0,0.6112567376100475
362.0,0.7314803528234207
363.0,0.8199746065552279
364.0,0.7904206488340966
365.0,0.6356213105182836
366.0,0.3407185817512497
367.0,-0.02370254177485857
368.0,-0.4018603966624043
369.0,-0.9614591419898039
370.0,-1.299679903985144
371.0,-1.3234563121661647
372.0,-1.3231212639853396
373.0,-1.3230538018545777
374.0,-1.3232408523814654
375.0,-1.3232230329903951
376.0,-1.3234994413643697
377.0,-1.2529573462217076
378.0,-1.039556976351389
379.0,-0.7278412544291134
380.0,-0.45714580450602976
381.0,-0.24066035005691525
382.0,-0.044053978429209086
383.0,0.00827893836668332
384.0,0.010737163544640865
385.0,0.022607872708349994
386.0,0.11602319218436352
387.0,0.3562250190236137
388.0,0.7150222549641244
389.0,1.2651796980976877
390.0,1.8720370909787656
391.0,2.489633245695594
392.0,2.890369525859109
393.0,3.0229651448340933
394.0,3.012047008027401
395.0,2.877439821573256
396.0,2.5642263903279345
397.0,2.222228332936151
398.0,1.8898112744840516
399.0,1.5217065426139016
400.0,1.1745694831840618
401.0,0.8747085530452965
402.0,0.44658972732482627
403.0,-0.17249902961886368
404.0,-0.813528751381357
405.0,-1.2486745400599284
406.0,-1.3231948387009773
407.0,-1.323423978183029
408.0,-1.306170326273652
409.0,-1.1001452920270778
410.0,-0.6948031732894282
411.0,-0.37801329726220867
412.0,-0.12840868068396805
413.0,0.012131839690337026
414.0,0.019840491799074395
415.0,0.008945671908929616
416.0,0.012527872865341337
417.0,0.01211337377216932
418.0,0.01312092953155079
419.0,0.012087429386284041
420.0,0.010350358081832331
421.0,0.01214803384946993
422.0,0.0089952657185417
423.0,0.00977996289823592
424.0,0.010330058499931627
425.0,0.010514568859797043
426.0,0.010813372385715314
427.0,0.011031058239376995
428.0,0.019314654677574657
429.0,0.1267138745678918
430.0,0.3650156406574211
431.0,0.7747437627083155
432.0,1.3233592260002907
433.0,1.979428687921126
434.0,2.623553461479044
435.0,3.168969014407985
436.0,3.345591098257192
437.0,3.2909716400726112
438.0,3.3114941425897158
439.0,3.117351683406092
440.0,2.7667130372959026
441.0,2.686599669489425
442.0,2.4615749205785313
443.0,2.0814227120380178
444.0,1.8327617159687744
445.0,1.5479886626584176
446.0,1.2792830774312878
447.0,1.0353334599290245
448.0,0.7363293807518502
449.0,0.6142007079945931
450.0,0.5953555255504605
451.0,0.4498303092974471
452.0,0.41465924756987604
453.0,0.46635627695506154
454.0,0.3388473229339298
455.0,0.2870386474432745
456.0,0.39212841253149056
457.0,0.46831421457513944
458.0,0.4868676706263343
459.0,0.5440992475290028
460.0,0.47921011591076745
461.0,0.5248530640885892
462.0,0.5979386195201791
463.0,0.6625354258804842
464.0,0.5849167486155576
465.0,0.6029101590282091
466.0,0.5530460970589935
467.0,0.41554697304096255
468.0,0.3269026437575376
469.0,0.3274107459723243
470.0,0.17944179867259263
471.0,-0.23515427295380062
472.0,-0.7066967754932804
473.0,-1.0831153470922783
474.0,-1.2920002723280288
475.0,-1.3234504303239978
476.0,-1.323647900872889
477.0,-1.323124068812116
478.0,-1.3234462270255885
479.0,-1.32353442868666
480.0,-1.3161114273030197
481.0,-1.14887753988794
482.0,-0.7547163359150417
483.0,-0.4097335772834579
484.0,-0.16495876336682658
485.0,-0.012892126034437104
486.0,0.0478845283147975
487.0,0.03242320288566286
488.0,0.01883288635288954
489.0,0.037904723426486917
490.0,0.11056390965173989
491.0,0.2186695961375946
492.0,0.3474788525347402
493.0,0.5159903386574766
494.0,0.72189748678509
495.0,0.9286944234882876
496.0,1.2252007431716445
497.0,1.5399621958198997
498.0,1.827441522731256
499.0,2.066909648933393
500.0,2.1960788655075
501.0,2.208201700679834
502.0,2.152897752624409
503.0,2.0859576128086377
504.0,2.034064942804112
505.0,1.998331247040328
506.0,1.9506723783947164
507.0,1.8385291245083768
508.0,1.694071762572241
509.0,1.5580421817857435
510.0,1.4271942869629
511.0,1.3480010548507826
512.0,1.3721027777724528
513.0,1.4757943060919128
514.0,1.5320536033729355
515.0,1.5167276301703743
516.0,1.4151434581491678
517.0,1.2694587554442316
518.0,1.1482095540234805
519.0,1.0876841298825817
520.0,1.0128823686509225
521.0,0.8005977733767262
522.0,0.26914417974518956
523.0,-0.3818065090656478
524.0,-0.9765988405546924
525.0,-1.2911651629475358
526.0,-1.3071511408024472
527.0,-1.0947056349062294
528.0,-0.7003297352985881
529.0,-0.3622181630424848
530.0,-0.12209430942559528
531.0,0.011342256198262684
532.0,0.034532357874014034
533.0,0.016274015730707803
534.0,0.012205874027417565
535.0,0.011923250707447772
536.0,0.012256546997570063
537.0,0.012698332947658746
538.0,0.010739591174487802
539.0,0.010757991142041618
540.0,0.011142223831179925
541.0,0.01067732894017842
542.0,0.01180251142596511
543.0,0.013374639634167764
544.0,0.05428081574514583
545.0,0.245588104119535
546.0,0.55602523070887
547.0,1.0155795897993412
548.0,1.409496177700693
549.0,1.7602119433348353
550.0,1.8671510409081407
551.0,1.7536850595548361
552.0,1.5664462588708907
553.0,1.4344604923702882
554.0,1.2863313003949906
555.0,1.1884542121728494
556.0,1.1092910239348572
557.0,1.010604378739575
558.0,0.9271625174781448
559.0,0.9448496930302976
560.0,1.0038409032828355
561.0,1.0481876753259265
562.0,1.0338774015500123
563.0,1.0341669220373342
564.0,0.9921736627262138
565.0,1.0106360996949322
566.0,1.1284773231543186
567.0,1.3032468605427205
568.0,1.488446284976946
569.0,1.643205095594962
570.0,1.7849993190829303
571.0,1.8125689450210734
572.0,1.729879178447898
573.0,1.6486682472832994
574.0,1.5868763536089958
575.0,1.5304223213287358
576.0,1.5162019066565902
577.0,1.4993132394849047
578.0,1.440484964710534
579.0,1.4190268121310072
580.0,1.5226208925461893
581.0,1.7308212536627265
582.0,1.939636716041538
583.0,2.081833247567927
584.0,2.025309658911609
585.0,1.4739502055568359
586.0,0.4911520230403006
587.0,-0.3405633084606525
588.0,-1.0841816343767032
589.0,-1.3195996258884595
590.0,-1.3228651244004621
591.0,-1.2047359735148484
592.0,-0.8666229013859598
593.0,-0.4775450970189615
594.0,-0.2077797791437719
595.0,-0.026461029588371036
596.0,0.0327892577084771
597.0,0.023060046726584064
598.0,0.011131683522443888
599.0,0.011168540609443998
600.0,0.012468856023489726
601.0,0.010780988730266937
602.0,0.010924408400810763
603.0,0.010505507998904977
604.0,0.009054859173065068
605.0,0.00908925499497338
606.0,0.009128346813476174
607.0,0.010754719310701617
608.0,0.009572817345111543
609.0,0.008282303271751619
610.0,0.009142026872416617
611.0,0.010769241405003864
612.0,0.010387932474902073
613.0,0.010438519047205292
614.0,0.00947047094171529
615.0,0.009043816269047591
616.0,0.01523520021537569
617.0,0.04181266409778526
618.0,0.16823809992723474
619.0,0.39127443842963283
620.0,0.683077361821162
621.0,1.0690307818673972
622.0,1.4382070926763606
623.0,1.7365093746301405
624.0,2.0502454946664908
625.0,2.276492453619972
626.0,2.3738545822856
627.0,2.443574779516184
628.0,2.4518107499464095
629.0,2.364063947076295
630.0,2.23783339177677
631.0,2.1124389997907573
632.0,1.9529866411227048
633.0,1.7678534145445988
634.0,1.6060779069915025
635.0,1.5254773637224008
636.0,1.469761925524868
637.0,1.3944719039203366
638.0,1.2589734349481652
639.0,0.9817796170227063
640.0,0.47969321335761117
641.0,-0.05726739918623419
642.0,-0.5716251308579282
643.0,-0.8897199813372059
644.0,-1.0380222730555568
645.0,-1.0079326935149182
646.0,-0.8728550112180772
647.0,-0.7258129392761398
648.0,-0.6182223154540685
649.0,-0.43154595339819535
650.0,-0.22339756499858854
651.0,-0.07095994074633576
652.0,0.0008690092901204467
653.0,0.011623948491804096
654.0,0.016916876066988388
655.0,0.020199694483172673
656.0,0.018417543890842703
657.0,0.020960667075436472
658.0,0.020883607211828296
659.0,0.01982967223146904
660.0,0.019758683981728198
661.0,0.019713441971418152
662.0,0.023146044044728562
663.0,0.047977465931574474
664.0,0.10941763847974573
665.0,0.22230587709143093
666.0,0.428465462746355
667.0,0.7182156261856155
668.0,1.058216781240688
669.0,1.411251639999532
670.0,1.6809560950690077
671.0,1.7572980907664015
672.0,1.6455951371724837
673.0,1.5501916872407173
674.0,1.5567690153692135
675.0,1.5875571975885536
676.0,1.7678892945544853
677.0,2.027978195737738
678.0,2.072506322717926
679.0,1.868211970667659
680.0,1.7255097045592585
681.0,1.6566190619525591
682.0,1.5274323537780823
683.0,1.3492602653655985
684.0,1.1499591756081
685.0,0.8245645963203495
686.0,0.27373504568275986
687.0,-0.2951701042609975
688.0,-0.688918897467991
689.0,-0.9450577248193807
690.0,-1.0278712478407215
691.0,-0.8587732580825405
692.0,-0.5947066079526835
693.0,-0.3392800947260906
694.0,-0.14522659665348797
695.0,-0.01679032182173979
696.0,0.09613570853200559
697.0,0.3381288157481311
698.0,0.6757922153540615
699.0,1.0925055822628498
700.0,1.4986175855079413
701.0,1.9774369299427885
702.0,2.350217494895245
703.0,2.586974338562161
704.0,2.634324896680831
705.0,2.5507325331831763
706.0,2.3350771064304587
707.0,2.065391302928635
708.0,1.8403286657983224
709.0,1.578567246042211
710.0,1.318899965376013
711.0,1.0215645558385122
712.0,0.5813158070571139
713.0,-0.10391411265495559
714.0,-0.7342069936624019
715.0,-0.9398604905059962
716.0,-0.8870380664429867
717.0,-0.7452609406873665
718.0,-0.5476215923593033
719.0,-0.2682362550061075
720.0,-0.0169031035497329
721.0,0.22051918126410439
722.0,0.7312567588357848
723.0,1.5513813689518037
724.0,2.066853545525499
725.0,2.251192584122678
726.0,2.2103272889944305
727.0,2.435179190772604
728.0,2.654820457371063
729.0,2.5895397328021614
730.0,2.2781635056076643
731.0,1.8777459262046594
732.0,1.5246756678641262
733.0,1.2534256423936272
734.0,1.1963020928055728
735.0,1.1707344352647722
736.0,1.1358246562346959
737.0,1.1432822416797115
738.0,1.2357997191904226
739.0,1.3487547804081446
740.0,1.4707017732087795
741.0,1.819908565317406
742.0,2.221443145461119
743.0,2.41715232106526
744.0,2.072445499729032
745.0,1.7542450427971616
746.0,1.4041795339054455
747.0,1.1200962424451513
748.0,0.8554137150877716
749.0,0.6862641094002441
750.0,0.7117381109269927
751.0,0.5068265019415228
752.0,0.3493844279942843
753.0,0.21640304941680252
754.0,0.12979504985637502
755.0,0.3361622667430576
756.0,0.7177419319144845
757.0,1.0964977739230857
758.0,1.1689670157016947
759.0,1.119793567630984
760.0,0.9739460370402505
761.0,0.7439672811640938
762.0,0.263517548546747
763.0,-0.10705342641645513
764.0,-0.3972496617165744
765.0,-0.09200132950541798
766.0,0.6985208136678991
767.0,1.2229799144055469
768.0,1.6120333694694724
769.0,1.8443276918347555
770.0,1.8926518495004234
771.0,1.9454818356528427
772.0,2.060969172585991
773.0,2.16756059782737
774.0,2.192946063476153
775.0,2.0970099028286855
776.0,1.95535850230845
777.0,1.7993957723610252
778.0,1.674453613260264
779.0,1.692349223316727
780.0,1.780933681210221
781.0,1.8515935901015412
782.0,1.8351875768290211
783.0,1.764393940053315
784.0,1.6266020107203674
785.0,1.3747631254079924
786.0,1.0857224916944719
787.0,0.8846934101825706
788.0,0.6304626965676965
789.0,0.41561358657898706
790.0,0.43191970494822596
791.0,0.6213845022782051
792.0,0.8504486375920602
793.0,1.1936381683789745
794.0,1.487874980687403
795.0,1.7199148482006394
796.0,1.8559433096611577
797.0,1.9383195109792049
798.0,1.969646528650274
799.0,2.044082046724819
800.0,2.038714288398389
801.0,1.9182309809640758
802.0,1.756299159368546
803.0,1.6050578136613565
804.0,1.4012908045976833
805.0,1.1776851776569872
806.0,1.0838717933798552
807.0,1.074271338395349
808.0,1.0481404223243826
809.0,1.0122901039455554
810.0,1.0165391896552227
811.0,1.2472900887166476
812.0,1.5327906049813556
813.0,1.6184879280781725
814.0,1.4555102381794913
815.0,1.3118676158008993
816.0,1.1649658163801444
817.0,0.9974947954917962
818.0,1.0329341206746216
819.0,1.1533299631255332
820.0,1.2378912493451475
821.0,1.2038389638304894
822.0,1.1429914524468
823.0,1.225979780475342
824.0,1.2207047818303565
825.0,1.0221368844607666
826.0,0.5448356803423362
827.0,0.36518381920667103
828.0,0.6532320168781688
829.0,1.3595370951119958
830.0,1.7803005684927156
831.0,1.8577352875831268
832.0,1.7465041096108276
833.0,1.6143861085428017
834.0,1.550649567613496
835.0,1.3621638098685547
836.0,1.270854307167657
837.0,1.1596300085498468
838.0,1.1500808325059964
839.0,1.1807072247409593
840.0,1.3748828599593599
841.0,1.411845342768426
842.0,1.316711451538046
843.0,1.2577489910400155
844.0,1.4823847581146683
845.0,1.3033733515110744
846.0,0.500501271238702
847.0,-0.5119747466562401
848.0,-1.1921242718299183
849.0,-1.2467333615259284
850.0,-0.7767478018516574
851.0,-0.23768451216051667
852.0,0.03566400116855857
853.0,0.20797814908024434
854.0,0.7090210993985215
855.0,1.554853059990883
856.0,2.182752460864412
857.0,2.387999032158315
858.0,2.2724218058100663
859.0,2.3856457229812142
860.0,2.6246067549091765
861.0,2.5908700173154084
862.0,2.215452863483691
863.0,1.6825647977130478
864.0,1.2569896208803462
865.0,1.0269923670275487
866.0,0.8879487846487756
867.0,0.8922585888556861
868.0,0.8125747628984845
869.0,0.4658700889235713
870.0,0.2548490966397819
871.0,0.4648209662278696
872.0,1.115947507931696
873.0,1.5108520575906228
874.0,1.4933974801779215
875.0,1.323682343916971
876.0,1.2276311105119186
877.0,1.2888524225008706
878.0,1.4232861421476153
879.0,1.5914458346563418
880.0,1.801518741766272
881.0,1.824435004761895
882.0,1.654598222220438
883.0,1.3782404423241104
884.0,0.9971277205438659
885.0,0.7478142035487326
886.0,0.7014122195079493
887.0,0.7631972653516065
888.0,0.5509163140948432
889.0,-0.1349732146173515
890.0,-0.801137043479094
891.0,-1.155422216560381
892.0,-0.7097274991790745
893.0,-0.22677600710556603
894.0,0.03316175386763457
895.0,0.027890492076775426
896.0,0.020446525153338727
897.0,0.022028999496311354
898.0,0.02232337515274558
899.0,0.021501192481324732
900.0,0.022043451067798068
901.0,0.022000875982843355
902.0,0.022239469985278128
903.0,0.019681893873888148
904.0,0.018991905118202538
905.0,0.018256404988324086
906.0,0.016720129836181832
907.0,0.022421077009810646
908.0,0.0203329751327003
909.0,0.019957879949815824
910.0,0.02728983310660165
911.0,0.1794722034260923
912.0,0.6736914621381798
913.0,1.4275477994847718
914.0,2.1905392396915584
915.0,2.5399291108147577
916.0,2.524482627756094
917.0,2.431195306439969
918.0,2.3196934433845975
919.0,2.184134247501114
920.0,2.0921961219523686
921.0,1.7920998855808843
922.0,1.3866843870509713
923.0,1.0144406813320566
924.0,0.49692621329115183
925.0,0.05441203052096458
926.0,-0.2905269091594113
927.0,-0.6524612350684201
928.0,-0.6712832735713485
929.0,-0.45532825036661384
930.0,0.06530091073815911
931.0,0.47198924523959823
932.0,0.5893680723463454
933.0,0.6696145538839254
934.0,0.7003987640116721
935.0,0.6420356360071057
936.0,0.38171065236399493
937.0,0.16587960788390232
938.0,0.014294530952117225
939.0,0.010667735862432994
940.0,0.015384630865657322
941.0,0.0976136715441507
942.0,0.40917465289577387
943.0,0.9897337588501735
944.0,1.45287604091009
945.0,1.6997735906986078
946.0,1.9537704545204984
947.0,2.109227857638066
948.0,2.189183655443127
949.0,2.183862725496742
950.0,2.039663944692537
951.0,1.785481460542922
952.0,1.5916711445270275
953.0,1.562935440009251
954.0,1.6558601349055424
955.0,1.8206409548710234
956.0,1.9550520437058916
957.0,1.9578909364194728
958.0,1.83083417943303
959.0,1.6955219864504427
960.0,1.6028768640666746
961.0,1.5582525806500125
962.0,1.5948615734770537
963.0,1.6962332016492132
964.0,1.7477152557603932
965.0,1.7373575360512996
966.0,1.6778232718727804
967.0,1.6169986319766096
968.0,1.5293281666283711
969.0,1.4390955836707149
970.0,1.3492530805174057
971.0,1.2941638153499426
972.0,1.2339056125996006
973.0,1.1838828030428195
974.0,1.1035905030596447
975.0,0.9768273098046939
976.0,0.7586136357537256
977.0,0.49781241385921077
978.0,0.14691096470751222
979.0,-0.14401888412260735
980.0,-0.4248426087833938
981.0,-0.5793671156912448
982.0,-0.6836956445616258
983.0,-0.771953769916048
984.0,-0.7718513459098425
985.0,-0.6755042216290726
986.0,-0.5441645425232791
987.0,-0.3179971740931575
988.0,-0.100560711356156
989.0,0.025772258504155668
990.0,0.03957361152792327
991.0,0.027458308139469347
992.0,0.026421529992009224
993.0,0.021160383518243703
994.0,0.017987618137652952
995.0,0.01666034326053797
996.0,0.019933653087574946
997.0,0.020381561560405624
998.0,0.019386838546101865
999.0,0.017426881764584085
1000.0,0.018906787411871503
1001.0,0.024320029365678435
1002.0,0.07959970274720107
1003.0,0.2501781547340921
1004.0,0.5869849565326871
1005.0,1.0479729930492534
1006.0,1.6786387835596
1007.0,2.3062255187142067
1008.0,2.741373618492467
1009.0,2.8529357795973365
1010.0,2.5806462323990553
1011.0,1.9993226957266512
1012.0,1.1605558835586869
1013.0,0.20310932878689264
1014.0,-0.5417314170688794
1015.0,-1.0409345848793021
1016.0,-1.2897724553020744
1017.0,-1.1444118185579801
1018.0,-0.7603723596922034
1019.0,-0.3994747315405697
1020.0,-0.15145793789804243
1021.0,0.0051108754553014805
1022.0,0.04192224466093903
1023.0,0.022666475410764875
1024.0,0.015376901029171762
1025.0,0.013294187845258936
1026.0,0.013165425509342216
1027.0,0.016057326858721747
1028.0,0.019119647726728434
1029.0,0.027077748916939284
1030.0,0.08126146812112028
1031.0,0.2403629005360007
1032.0,0.5081484067608582
1033.0,0.8343855243509212
1034.0,1.1265798017373583
1035.0,1.2900587092655889
1036.0,1.2894005929942025
1037.0,1.2247166911066936
1038.0,1.1033507129766138
1039.0,1.0440884987439325
1040.0,1.1664772759205133
1041.0,1.4218297341915225
1042.0,1.6651662035621027
1043.0,1.917667132549508
1044.0,2.110614550673436
1045.0,2.1831671398973027
1046.0,2.091612081263509
1047.0,1.9173214884656373
1048.0,1.6647650812005337
1049.0,1.4050978297592447
1050.0,1.252461905712702
1051.0,1.2229241086807519
1052.0,1.2488283472793618
1053.0,1.2928421616600319
1054.0,1.3079359427527737
1055.0,1.2465783610730343
1056.0,1.163022305088288
1057.0,1.0598560235415033
1058.0,0.8652582718405467
1059.0,0.7554897609448691
1060.0,0.7307837028466483
1061.0,0.7873592862356885
1062.0,0.9116905179375442
1063.0,1.1027618990691108
1064.0,1.0413404116933493
1065.0,0.6755178542168858
1066.0,0.2329960322089807
1067.0,-0.20758601385835654
1068.0,-0.5778229260588763
