node,q_rpt_start_ah,q_rpt_end_ah,capacity_ah,soh_initial_pct,soh_nominal_pct,mode,start_time_s,end_time_s,diagnostic_duration_s,changed_main_state,main_state_hash_before,main_state_hash_after,main_time_before_s,main_time_after_s,main_capacity_before_ah,main_capacity_after_ah,became_q_ref,output_schema_version,next_step5_target_ah,next_window_target_ah,planned_udds_remaining_ah
0,-3.9022807662298415,0.9649084550134679,4.86718922124331,100.0,100.35441693285175,virtual,0.0,81224.03686020692,81224.03686020692,False,163796434bae0dba4bacfa52e9b943cec89b92ef127644cba72eeac64de5b389,163796434bae0dba4bacfa52e9b943cec89b92ef127644cba72eeac64de5b389,0.0,0.0,0.0,0.0,True,3,0.973437844248662,3.893751376994648,2.920313532745986
25,-3.9020521128909187,0.9511162591028857,4.853168371993805,99.71193128904235,100.06532725760422,virtual,781583.721227956,862762.200361531,81178.47913357499,False,2a5b2731188965a318946bac1f3ac302332df0e67b2c4d6e6247f08442a09eb1,2a5b2731188965a318946bac1f3ac302332df0e67b2c4d6e6247f08442a09eb1,781583.721227956,781583.721227956,-0.007678560840280798,-0.007678560840280798,True,3,0.970633674398761,3.882534697595044,2.911901023196283
75,-3.9033484696520575,0.9363591222388372,4.839707591890894,99.43536961266126,99.78778539981226,virtual,2378104.203117228,2459411.9245268465,81307.72140961839,False,5330c4398a9cce74080fec2ec8f294d75e2609f4f5eb859cee565c753ed70ed2,5330c4398a9cce74080fec2ec8f294d75e2609f4f5eb859cee565c753ed70ed2,2378104.203117228,2378104.203117228,-0.02022345919785587,-0.02022345919785587,True,3,0.9679415183781789,3.8717660735127155,2.9038245551345367
