cycle,mode,lli_pct,normal_sei_loss_ah,sei_on_cracks_loss_ah,total_sei_loss_ah,sei_loss_ah,total_plated_lithium_ah,dead_lithium_ah,reversible_plated_lithium_ah,plating_loss_ah,dead_lithium_loss_ah,negative_sei_thickness_m,negative_sei_on_cracks_thickness_m,negative_electrode_min_potential_v,temperature_max_k,ambient_temperature_k,temperature_rise_max_k,negative_lam_pct,positive_lam_pct,negative_porosity,positive_porosity,negative_active_material_fraction,positive_active_material_fraction
21,virtual,0.19254056475875814,0.01108174121935731,0.028454212277700442,0.039535953497057755,0.039535953497057755,0.002418483049641307,0.0023939462361404606,2.4536813500846463e-05,0.002418483049641307,0.0023939462361404606,1.7336338928226358e-08,1.6597760772378465e-08,-0.22111027542735817,327.9860106269552,296.15,31.836010626955215,0.00622034618744749,0.0076465805365870665,0.23296220156584865,0.33499999999999996,0.7499533474035942,0.6649491502394319
22,virtual,0.19867625267806943,0.011419444097638436,0.029126721160406824,0.04054616525804526,0.04054616525804526,0.0025034900236822026,0.002479091744877778,2.4398278804424554e-05,0.0025034900236822026,0.002479091744877778,1.771231713496083e-08,1.698991627681887e-08,-0.2208406600897302,327.92732271427883,296.15,31.777322714278853,0.00651636190646343,0.008000419507325773,0.23252551380127232,0.33499999999999996,0.7499511272857017,0.6649467972102765
23,virtual,0.20469570701298778,0.011750280786065208,0.029784367893826758,0.04153464867989197,0.04153464867989197,0.0025869440900635086,0.0025626815410553427,2.4262549008165907e-05,0.0025869440900635086,0.0025626815410553427,1.8080654180093525e-08,1.737339707869904e-08,-0.22092666662150087,327.86542668973675,296.15,31.715426689736773,0.006812361121532717,0.00835353544506745,0.2320982025699601,0.33499999999999996,0.7499489072915886,0.6649444489892905
24,virtual,0.21023794781886807,0.01207559071311375,0.03042995644610073,0.04250554715921448,0.04250554715921448,0.0026411777203248156,0.0026170489711434103,2.4128749181405278e-05,0.0026411777203248156,0.0026170489711434103,1.844284104052188e-08,1.774983890087495e-08,-0.2210160740822409,329.73973983168725,296.15,33.58973983168727,0.007108344014952195,0.008706516991182411,0.2316801006947871,0.33499999999999996,0.749946687419888,0.6649421016620088
25,virtual,0.21604803014490415,0.012393876404193982,0.03106064124237845,0.04345451764657243,0.04345451764657243,0.002722025218003988,0.0026980274605213537,2.3997757482634337e-05,0.002722025218003988,0.0026980274605213537,1.8797210675142315e-08,1.8117582105503095e-08,-0.22111809820159914,327.7433858308713,296.15,31.59338583087134,0.007404308722470887,0.009058188414996948,0.2312698280654521,0.33499999999999996,0.7499444676845816,0.6649397630470405
26,virtual,0.22179392458431835,0.012706048120276467,0.0316783411100318,0.04438438923030827,0.04438438923030827,0.0028043651744782514,0.0027786916488373513,2.5673525640900093e-05,0.0028043651744782514,0.0027786916488373513,1.9144776167988658e-08,1.8477746451755186e-08,-0.22121563577273412,327.66486972047096,296.15,31.514869720470983,0.007699470771157735,0.009409152864208181,0.23086763166887847,0.33499999999999996,0.7499422539692164,0.6649374291334532
27,virtual,0.22739978855061338,0.013012490018670317,0.032283914009865515,0.04529640402853583,0.04529640402853583,0.0028822776457414923,0.0028567343079738097,2.554333776768258e-05,0.0028822776457414923,0.0028567343079738097,1.9485965248741858e-08,1.8830832201481793e-08,-0.23891875054408893,327.3632681244123,296.15,31.21326812441231,0.007994613091753422,0.009759825814910528,0.23047332375258628,0.33499999999999996,0.749940040401812,0.664935097158331
28,virtual,0.2329236061786446,0.013313802663946633,0.03287863110463773,0.04619243376858436,0.04619243376858436,0.002959386562489058,0.002933971033699493,2.5415528789565073e-05,0.002959386562489058,0.002933971033699493,1.982144641459338e-08,1.9177580945599385e-08,-0.22151490870733412,327.29994059206973,296.15,31.149940592069754,0.008289738508892697,0.010109807710364294,0.2300858943062425,0.33499999999999996,0.7499378269611834,0.6649327697787263
29,virtual,0.23836780331372154,0.013610245181985559,0.03346307709867212,0.04707332228065768,0.04707332228065768,0.0030356092984766634,0.003010319421406491,2.528987707017252e-05,0.0030356092984766634,0.003010319421406491,2.015150807667932e-08,1.9518333862963364e-08,-0.2215942259118852,327.24145393143414,296.15,31.09145393143416,0.00858484696273365,0.01045909830101266,0.22970498747325757,0.33499999999999996,0.7499356136477796,0.6649304469962984
30,virtual,0.24374159762103886,0.013902051054945859,0.034037777173276704,0.04793982822822256,0.04793982822822256,0.0031113833224536893,0.003086217339024366,2.516598342932339e-05,0.0031113833224536893,0.003086217339024366,2.047641010258975e-08,1.9853397404698766e-08,-0.24460047216243608,327.1749374603598,296.15,31.02493746035981,0.00887993843812751,0.010807698625825424,0.22933025365110285,0.33499999999999996,0.7499334004617142,0.6649281288041384
31,virtual,0.24903748675907877,0.014189442106901068,0.03460322586707021,0.048792667973971277,0.048792667973971277,0.0031859387362392195,0.003160894791632472,2.5043944606747623e-05,0.0031859387362392195,0.003160894791632472,2.0796399384993188e-08,2.0183060140367748e-08,-0.22242893793408366,327.126058983929,296.15,30.976058983929022,0.009175012893493317,0.011155639961017982,0.2289614312968279,0.33499999999999996,0.7499311874032989,0.6649258149942594
